hop up,Increase power or energy,They hopped up the engine,4
horizontal dancing,Euphemism for sexual activity,They were doing some horizontal dancing,4
horizontal jogging,Synonym euphemism for sex,He invited her for some horizontal jogging,3
horizontal mambo,Playful euphemism for sex,They were caught mid-horizontal mambo,4
horizontal refreshments,Euphemism for sex (humorous),He offered her some horizontal refreshments,3
horizontal tango,Euphemism for sex (common humorous),They enjoyed a little horizontal tango,4
horror show,Disastrous or terrifying situation,That exam was a horror show,5
horror-struck,Filled with shock or dread,They stood horror-struck at the scene,4
horse and rabbit stew,Mixture of good and bad elements,That essay’s a real horse and rabbit stew,2
horse armor,Protective covering for horses (literal or gaming term),You can buy horse armor in the DLC,4
horse around,Play roughly or act foolish,Stop horsing around!,5
horseback opinion,Uninformed or offhand view,That’s just a horseback opinion,2
horse of a different color,Completely different matter,That’s a horse of a different color,5
horse opera,Old western film or story,He loves those old horse operas,3
horse pill,Very large pill,That vitamin’s a real horse pill,5
horse's ass,Stupid or obnoxious person,Don’t be such a horse’s ass,5
horses for courses,Different things suit different people,It’s horses for courses really,5
horseshoe up one's ass,Extremely lucky (slang),He must have a horseshoe up his ass,4
horse's mouth,Direct or original source,I heard it straight from the horse’s mouth,5
horsetrade,Negotiate hard or shrewdly,They horsetraded over every detail,4
horsetrading,Tough, pragmatic bargaining,There’s a lot of horsetrading in politics,5
hose down,Spray with water or clean off,They hosed down the truck,5
hot air,Empty talk or nonsense,That’s just a lot of hot air,5
hot and bothered,Agitated or sexually excited,She was all hot and bothered,5
hot and cold,Inconsistent or uncertain,He runs hot and cold about commitment,5
hot and heavy,Intense or passionate,Their romance is getting hot and heavy,5
hot desking,Shared office seating system,Our company switched to hot desking,4
hot hand,Streak of success,He’s got the hot hand tonight,4
hotlist,Priority list or blacklist,Your name’s on the security hotlist,4
hot minute,Short time (slang),Haven’t seen you in a hot minute!,5
hot-mouthed,Speaking rashly or aggressively,He’s too hot-mouthed in meetings,3
hot off the presses,Newly released,The story’s hot off the presses,5
hot on,Very interested in,She’s hot on that new series,4
hot on someone's heels,Close behind in pursuit,The cops are hot on his heels,5
hot on the trail,Closely tracking,The detectives are hot on the trail,5
hot potato,Controversial or risky issue,That policy is a political hot potato,5
hot shit,Exceptionally good (slang),He thinks he’s hot shit,5
hotstep,Dance or quick step style,He’s got a nice hotstep rhythm,2
hotstepper,Confident or stylish person (slang),He walks like a real hotstepper,3
hot stuff,Very attractive or skilled person,She’s hot stuff on the dance floor,5
hotter than a pistol,Very energetic or passionate,The market’s hotter than a pistol right now,4
hot under the collar,Angry or embarrassed,He gets hot under the collar easily,5
hot water,Trouble or difficulty,He’s in hot water with his boss,5
house cooling party,Party for leaving a house (opposite of housewarming),They threw a house-cooling party,2
house nigger,Offensive racial term (avoid use),Historical slur — not for modern use,1
house of cards,Unstable or weak structure,The plan collapsed like a house of cards,5
house of God,Church or sacred place,He spent years serving in the house of God,5
house of ill fame,Brothel (archaic),He was seen entering a house of ill fame,2
house poor,Owning a home but short on cash,They’re house poor after the mortgage,4
housewarming,Party to celebrate a new home,We’re invited to their housewarming,5
how are you,Polite greeting,Hi, how are you?,5
how come,Why (informal),How come you’re late?,5
how goes it,Casual greeting,Hey, how goes it?,4
howl at the moon,Do something wild or pointless,Let’s go howl at the moon,4
how so,Ask for explanation,You think so? How so?,5
how's the weather,Ask about weather (literal or small talk),How’s the weather today?,5
how's tricks,How are things? (informal greeting),Hey Tom, how’s tricks these days?,4
huckleberry above a persimmon,Slightly better or superior (US Southern idiom),That plan’s a huckleberry above a persimmon,2
huckleberry above one's persimmon,Beyond one’s ability or reach (archaic US idiom),That task’s a huckleberry above my persimmon,2
hugs and kisses,Expressions of affection,Love you — hugs and kisses!,5
hum and haw,Hesitate or speak vaguely,He hummed and hawed before answering,5
human touch,Warmth or compassion,Her message added a human touch,5
humble pie,Admit one’s mistakes and apologize,He had to eat humble pie after the failure,5
Humpty Dumptyism,Overly pedantic splitting of meaning (from *Humpty Dumpty*),His argument was pure Humpty Dumptyism,2
hunch over,Bend forward or lean close,He hunched over the computer,5
hunger sauce,Humor: food tastes better when you’re hungry,Everything tastes good with hunger sauce,3
hunker down,Settle firmly or prepare for difficulty,We’ll hunker down for the storm,5
hunt where the ducks are,Focus efforts where success is likely,Smart marketers hunt where the ducks are,3
hurler on the ditch,Irish: critic who doesn’t participate,He’s just a hurler on the ditch,2
hurrah's nest,State of disorder or chaos (US dialect),The office was a real hurrah’s nest,2
hurry up and wait,Do something quickly just to face delay,Classic military life: hurry up and wait,4
hurt a fly,Be very gentle (usually negative form),He wouldn’t hurt a fly,5
hurt someone's feelings,Offend or upset someone,She didn’t mean to hurt your feelings,5
hustle and bustle,Busy noisy activity,He missed the hustle and bustle of the city,5
hustly-bustly,Full of energetic movement (variant),The hustly-bustly market was alive with noise,2
hutch up,Move closer together or squeeze in,Hutch up so there’s room for everyone,3
hydrogen burning,Astrophysics: fusion of hydrogen into helium,The Sun’s energy comes from hydrogen burning,4
I can tell you,Emphatic assurance or emphasis,I can tell you, it was no fun,5
I can't hear you over the sound of,Sarcastic remark to mock boasting,I can’t hear you over the sound of my success,4
I can't lie,Expression of honesty or admission,I can’t lie — that was amazing,5
ice-calm,Completely calm and composed,He stayed ice-calm under pressure,4
ice cool,Extremely calm or detached,She remained ice cool during the test,5
ice maiden,Emotionally cold or distant woman,People call her an ice maiden,4
ice queen,Cold, aloof woman (often attractive),She has a reputation as an ice queen,5
I choose violence,Humorous phrase meaning to cause trouble (meme),He spilled my coffee — I choose violence,4
icing on the cake,Additional benefit or pleasure,Winning was the icing on the cake,5
I could eat a horse,Very hungry,After work I could eat a horse,5
idiot box,Television (slang),Turn off the idiot box and read!,4
idiot mittens,Mittens joined by a string (childlike),She wore red idiot mittens,3
I'd like to see someone try,Defiant expression,I’d like to see them try to stop me,4
I don't fancy yours,Playful or sarcastic response,You got soaked? I don’t fancy yours!,2
I don't know about that,Polite disagreement or doubt,I don’t know about that — sounds risky,5
I'd say,Expression of opinion or estimate,I’d say it’s about time to leave,5
if anything,If at all; possibly the opposite,He’s not worse — if anything, he’s better,5
I fear,Polite or formal “I’m afraid”,I fear it’s too late for that,4
if I'm honest,Softener for personal truth,If I’m honest, I didn’t enjoy it,5
if I'm not there, start without me,Humorous way to say “go ahead without me”,If I’m not there, start without me!,4
if it's all the same,Polite preface to a preference,If it’s all the same, I’ll stay home,4
if it works, it works,Pragmatic acceptance,It’s weird but if it works, it works,5
if looks could kill,Used when someone glares angrily,If looks could kill, I’d be dead,5
if need be,If necessary,We can stay longer if need be,5
if needs be,Slight variant of “if need be” (UK),We’ll adjust the plan if needs be,4
if nothing else,At least,If nothing else, we learned a lot,5
if only,Expression of regret or wish,If only I’d known earlier,5
if pigs had wings,Impossible wish,If pigs had wings, we’d all fly,4
if these walls could talk,Implying hidden secrets,If these walls could talk, they’d scream,5
if the shoe fits,Applies to you if it’s true,If the shoe fits, wear it,5
if the shoe fits, wear it,Say to accept criticism if true,If the shoe fits, wear it!,5
I hardly know her,Playful reaction pun after name ending with “-er”,You said “baker”? I hardly know her!,3
I have a bridge to sell you,Sarcastic “You’re gullible”,If you believe that, I have a bridge to sell you,4
I just work here,Humorous disclaimer of responsibility,Don’t ask me — I just work here,5
I'll be,Expression of mild surprise or recognition,I’ll be — it actually worked!,4
I'll be a monkey's uncle,Expression of astonishment,Well I’ll be a monkey’s uncle!,4
I'll be bound,Old-fashioned: I’m sure of it,That’s true, I’ll be bound,2
I'll be damned,Expression of surprise or defiance,Well I’ll be damned!,5
I'll be danged,Mild version of “I’ll be damned”,I’ll be danged — you were right!,3
ill health,Poor physical condition,He retired due to ill health,5
I'll say,Strong agreement,I’ll say! That was incredible!,5
I'll tell you,Used for emphasis or introduction,I’ll tell you, that man can talk!,5
I'm not being funny,UK preface for criticism,I’m not being funny, but that’s wrong,4
I'm not telling you,Refusal to share info,I’m not telling you my password!,5
I'm not the one,Statement of denial or rejection,I’m not the one to mess with,5
I'm sure,Expression of certainty,I’m sure she’ll call soon,5
I'm telling you,Emphatic insistence,I’m telling you, it’s true!,5
in a bake,Hot or irritated (dialectal),He’s in a right bake today,2
in a big way,To a great extent,She’s into art in a big way,5
in a bind,In difficulty or trouble,I’m in a bind without a car,5
in a box,Confined or restricted,He felt trapped in a box,4
in Abraham's bosom,Resting place of the blessed (biblical),He’s gone to Abraham’s bosom,2
in a corner,Trapped or pressured,They’ve got me in a corner,5
in addition,Moreover; also,In addition, we offer free shipping,5
in a fix,In a difficult situation,We’re in a real fix here,5
in a flash,Very quickly,He was gone in a flash,5
in a foam,In great agitation,She was in a foam over the mistake,3
in a fog,Confused or dazed,He walked around in a fog all day,5
in a heartbeat,Instantly,I’d do it again in a heartbeat,5
in a hen's hiney,Extremely rare (humorous),That happens once in a hen’s hiney,1
in a jam,In trouble or difficulty,He’s in a jam with the police,5
in a league of one's own,Unmatched; superior,She’s in a league of her own,5
in all honesty,Sincerely or truthfully,In all honesty, I didn’t like it,5
in all one's glory,At full display,She appeared in all her glory,5
in a major key,In a happy or upbeat mood,The story ends in a major key,4
in a mess,Disorganized or troubled,His room’s in a mess,5
in a minor key,Sad or subdued tone,The song ends in a minor key,4
in and of itself,Intrinsically,That’s not bad in and of itself,5
in and out,Quickly or repeatedly,We’re in and out all day,5
in a nutshell,Summarized briefly,In a nutshell, we failed,5
in any case,Regardless,We’ll go in any case,5
in any event,Whatever happens,In any event, we’ll survive,5
in any way, shape, or form,By any means whatsoever,We reject cheating in any way, shape, or form,5
in a pickle,In trouble,He’s in a real pickle now,5
in a pig's arse,UK/Aus slang: no way!,You’ll win? In a pig’s arse!,3
in a pig's eye,No way; disbelief,You’ll get it? In a pig’s eye!,4
in a pig's patoot,Humorous “no way”,That’ll happen in a pig’s patoot!,2
in a pinch,In an emergency,In a pinch, we can use the spare,5
in a real state,Upset or disorganized,She’s in a real state over the news,4
in a right state,Very upset or chaotic,He was in a right state after the call,5
in a rut,Stuck in a boring routine,He’s been in a rut at work for years,5
in a snap,Very quickly,It was done in a snap,5
in a state,Upset or agitated,She was in a state after the news,5
in at the deep end,Thrust into a difficult situation,He was thrown in at the deep end on his first day,5
in a walk,Easily or without challenge,She won the race in a walk,3
in bad odor,Out of favor or disrepute,He’s in bad odor with the boss,2
in bad taste,Offensive or inappropriate,That joke was in bad taste,5
in bed,Confined to bed or sexually involved,He’s in bed with the flu,5
in black and white,Written or printed clearly,Get it in black and white,5
in business,Operating or ready to act,The shop is back in business,5
in capital letters,In uppercase; for emphasis,Her name was written in capital letters,4
inch along,Move slowly,Traffic inched along for miles,5
in character,Consistent with someone’s personality,That act was totally in character for her,5
inch away,Move slightly backward,He inched away from the edge,5
inch back,Retreat slowly,The cat inched back from the water,4
inch by inch,Gradually,They made progress inch by inch,5
inch forward,Move slowly ahead,The line inched forward,5
inchmeal,Little by little (archaic),He advanced inchmeal toward success,1
inch-perfect,Exactly precise,The pass was inch-perfect,4
inch up,Increase slightly,Prices inched up last week,5
inchworm,Type of caterpillar / metaphor for slow progress,He moved like an inchworm,4
in cold blood,Deliberately and without emotion,The crime was committed in cold blood,5
in collar,Under control or restraint (archaic),The dog was in collar again,1
in concert,Together; in cooperation,They acted in concert to solve the issue,5
in control,Having command or authority,She’s back in control of her team,5
in deep,Heavily involved or in trouble,He’s in deep with the wrong people,5
in detail,Thoroughly or with specifics,We discussed it in detail,5
Indian sign,Curse or bad influence (dated, avoid use),He thought the Indian sign was on him,2
in diapers,Very young,He’s been coding since he was in diapers,4
in Dickie's meadow,Dead or ruined (Irish slang),He’s in Dickie’s meadow now,1
indict a ham sandwich,Exaggeration: easy to accuse anyone,You could indict a ham sandwich with that DA,3
in droves,In large numbers,Fans came out in droves,5
in Dutch,In trouble,He’s in Dutch with his wife,4
in effigy,Symbolically (esp. burning a likeness),They burned the tyrant in effigy,4
I never did,Expression of mild shock or disbelief,I never did see such a mess!,4
I never miss,Expression of confidence,I never miss when I play darts,3
in every sense of the word,Completely; fully,She’s a hero in every sense of the word,5
in evidence,Visible or apparent,His excitement was in evidence,4
in fee,Holding legal ownership (archaic/legal),The land is held in fee,2
in fighting trim,In top physical or mental condition,The team is in fighting trim,4
in focus,Clear or sharply defined,Keep your goals in focus,5
in for a dime, in for a dollar,Commit fully once started,In for a dime, in for a dollar,4
in for an inch, in for a mile,Commit entirely (variant),In for an inch, in for a mile,3
in for a penny, in for a pound,Fully committed to a venture,In for a penny, in for a pound,5
in for it,About to face trouble,We’re really in for it now,5
in for the kill,Ready to finish aggressively,The press was in for the kill,4
in front of one's nose,Obvious or close by,The answer was right in front of your nose,5
in full force,Completely active or present,The storm hit in full force,5
in full gear,Operating at maximum capacity,The factory is in full gear,5
in good odor,In favor or respected,He’s in good odor with management,2
in good sorts,Healthy or in good spirits,He’s in good sorts today,2
in harness,Working together or in duty,They’re back in harness after vacation,4
in heaven's name,Expression of surprise or frustration,What in heaven’s name are you doing?,5
in high dudgeon,Feeling offended or indignant,She left in high dudgeon,4
in high gear,At full speed or intensity,The project is in high gear now,5
in hot pursuit,Chasing closely,Police are in hot pursuit,5
in jest,As a joke,He only said that in jest,5
in jig time,Very quickly,It’ll be done in jig time,3
ink in,Fill or confirm with ink,Please ink in your signature,3
in kind,In the same manner or as equivalent,They repaid kindness in kind,5
in layman's terms,In simple language,Explain it in layman’s terms,5
in layperson's terms,Gender-neutral form of “in layman’s terms”,Here’s the process in layperson’s terms,4
in laywoman's terms,Feminine version of “in layman’s terms”,Let me say it in laywoman’s terms,2
in light of,Considering or because of,In light of the facts, we’ll wait,5
in line,Aligned or conforming,Stay in line, please,5
in living memory,Within the time people can remember,It’s the coldest winter in living memory,5
inner circle,Close group of trusted associates,He’s part of the CEO’s inner circle,5
inner strength,Personal resilience,She relied on her inner strength,5
in no small measure,To a great extent,The victory was due in no small measure to luck,4
in no small part,Partly; to a significant degree,Success was due in no small part to her,4
in nothing flat,Very quickly (US slang),He fixed it in nothing flat,3
in no time,Very quickly,We’ll be there in no time,5
in no uncertain terms,Very clearly or firmly,She refused in no uncertain terms,5
in no way, shape, or form,Absolutely not,We’re involved in no way, shape, or form,5
in one bite,All at once,He ate the burger in one bite,4
in one foul swoop,Erroneous variant of “fell swoop”,He lost everything in one foul swoop,3
in one go,All at once,She drank it in one go,5
in one's altitudes,In a lofty or arrogant mood (archaic),He was in his altitudes again,1
in one's back pocket,Controlled or influenced by someone,The politician has the press in his back pocket,4
in one's bare skin,Completely naked,He ran out in his bare skin,4
in one's bones,Feel instinctively,I knew it in my bones that he’d call,5
in one's cups,Drunk or intoxicated,He was clearly in his cups last night,4
in one's dreams,Impossible or unrealistic,You’ll win? In your dreams!,5
in one's head,Imagined or not real,It’s all in your head,5
in one's hip pocket,Controlled or influenced by someone,He’s got the mayor in his hip pocket,4
in one's own good time,At one’s own pace,She’ll finish in her own good time,5
in one's own little way,Modestly or quietly,He helped in his own little way,4
in one's pocket,Owned or under control,The judge is in their pocket,4
in one's right mind,Sane or reasonable,No one in their right mind would do that,5
in one's wildest dreams,Beyond imagination,Not in my wildest dreams!,5
in order,Properly arranged or acceptable,Everything is in order,5
in other news,Used to change the topic,In other news, dinner’s ready,5
in other words,Rephrasing or clarification,In other words, you’re fired,5
in pampers,Very young or immature,He’s been playing since he was in pampers,3
in plain sight,Clearly visible,The key was hidden in plain sight,5
in plain view,Clearly visible to everyone,The car was parked in plain view,5
in rare form,Performing exceptionally well,She was in rare form tonight,4
in reaction,As a response,He shouted in reaction to the noise,5
in recent memory,Within living recollection,It was the hottest day in recent memory,5
in record time,Very quickly,They finished in record time,5
in retreat,Withdrawing or backing away,The troops are in retreat,4
in safe hands,Protected or cared for,Your project is in safe hands,5
ins and outs,Details or complexities,He knows the ins and outs of the job,5
in shape,Physically fit or prepared,She’s in great shape,5
in short pants,Young or inexperienced,He’s been coding since he was in short pants,3
in short trousers,Same as “in short pants” (UK),I knew him when he was in short trousers,3
inside baseball,Specialized or insider knowledge,That’s a bit too inside baseball for me,4
inside job,Crime committed by an insider,The robbery was an inside job,5
inside joke,Joke understood only by a few,It’s an inside joke from work,5
inside out,Completely; thoroughly,He knows the system inside out,5
inside scoop,Exclusive or secret information,She’s got the inside scoop on the deal,5
inside the box,Conventional thinking,Try not to think inside the box,4
in someone's face,Confrontational or obvious,He shouted right in my face,5
in someone's pocket,Under someone’s control,The senator’s in the lobbyists’ pocket,4
in someone's shoes,In someone’s position,Put yourself in her shoes,5
in spades,To a great degree,He’s got talent in spades,5
in spite of,Regardless of,They succeeded in spite of the odds,5
in splits,Laughing uncontrollably,The crowd was in splits,4
installed base,Total existing users of a product,Their installed base doubled this year,3
in stitches,Laughing very hard,The movie had us in stitches,5
in stride,Calmly and without upset,She took the criticism in stride,5
insult one's intelligence,Offend with something too simple,Don’t insult my intelligence with that excuse,5
interpret away,Explain freely or loosely,You can interpret away, but facts remain,3
in the act,Caught while doing something,He was caught in the act of stealing,5
in the altogether,Completely naked,He walked in the altogether,3
in the black,Financially profitable,We’re finally in the black this quarter,5
in the blink of an eye,Very quickly,It was over in the blink of an eye,5
in the books,Completed or finished,That’s another project in the books,5
in the buff,Naked,He sleeps in the buff,4
in the business of,Engaged in doing something,We’re in the business of helping people,5
in the can,Completed (film slang),The shoot’s in the can,4
in the cards,Likely or destined,Success is in the cards for her,5
in the clear,Free of blame or danger,You’re in the clear now,5
in the dark,Uninformed or unaware,They kept us in the dark,5
in the dock,On trial or under accusation,The CEO is in the dock for fraud,4
in the doghouse,In trouble or disfavor,He’s in the doghouse with his wife,5
in the drink,In the water,The ball went in the drink,4
in the driver's seat,In control or in charge,She’s in the driver’s seat now,5
in the driving seat,UK variant of “in the driver’s seat”,The PM is in the driving seat,4
in the face of,Despite or confronted by,In the face of danger, he stood firm,5
in the fast lane,Living a high-speed or risky life,He’s been living in the fast lane,5
in the final analysis,Ultimately or in the end,In the final analysis, it was worth it,5
in the first place,Originally or to begin with,Why were you there in the first place?,5
in the flower of one's youth,At the peak of youth,He died in the flower of his youth,4
in the foothills,At an early stage,We’re still in the foothills of the project,3
in the front row,At the forefront or literally front seat,He sat in the front row,5
in the game,Actively participating,He’s still in the game,5
in the green tree … in the dry,In good and bad times (biblical),Faith holds in the green tree and in the dry,2
in the groove,Performing smoothly,The band is in the groove tonight,5
in the here and now,Focused on the present,Live in the here and now,5
in the hole,In debt or behind,The team’s three points in the hole,5
in the hopper,In progress or awaiting completion,The report’s in the hopper,4
in the hospital,Admitted for treatment,He’s in the hospital after the crash,5
in the hot seat,Under pressure or responsibility,He’s in the hot seat during the hearing,5
in the interest of justice,For fairness or legality,The case was reopened in the interest of justice,4
in the lead,Ahead or winning,She’s in the lead by ten points,5
in the least,At all (often negative),I’m not worried in the least,5
in the limelight,Attracting public attention,He loves being in the limelight,5
in the line of duty,While performing official tasks,He was injured in the line of duty,5
in the long run,Over time,It’ll pay off in the long run,5
in the long term,Over an extended period,We’re planning in the long term,5
in the making,In development,It’s a masterpiece in the making,5
in the money,Winning or profitable,Our bet is in the money,4
in the nick of time,Just in time,We arrived in the nick of time,5
in the nip,Partially dressed or slightly drunk,He’s out in the nip again,2
in the offing,Likely to happen soon,Changes are in the offing,4
in the pink of health,In excellent condition,She’s in the pink of health,5
in the pipeline,Being prepared or coming soon,New features are in the pipeline,5
in the post,Sent or delivered (UK),Your parcel’s in the post,4
in the raw,In a natural or unrefined state,The footage was shown in the raw,4
in the red,Operating at a loss,The company’s in the red,5
in the reign of Queen Dick,Impossible or never (humorous archaic),That’ll happen in the reign of Queen Dick!,1
in the right place at the right time,Lucky or well-timed,He got rich by being in the right place at the right time,5
in the running,Being considered or competing,She’s still in the running for the award,5
in the sack,In bed; having sex,They’re in the sack together,4
in the same boat,In the same situation,We’re all in the same boat,5
in the same breath,Contradicting within one statement,He praised her and insulted her in the same breath,5
in the same shoes,Sharing the same situation,If I were in your shoes…,5
in the short run,Over a short period,In the short run, profits may drop,5
in the snap of one's fingers,Instantly,He was gone in the snap of a finger,4
in the soup,In trouble,You’ll be in the soup if you miss that call,4
in the spotlight,Under public attention,The actor is back in the spotlight,5
in the stars,Destined or predetermined,It’s written in the stars,5
in the stratosphere,Extremely high (prices etc.),Their prices are in the stratosphere,4
in the straw,In a barn or poor lodging (archaic),They slept in the straw,2
in the swim,Actively involved,He’s back in the swim of things,4
in the tank,Performing badly or depleted,Sales are in the tank this quarter,4
in the thick of,Deeply involved in something,She was in the thick of the debate,5
in the thick of it,Fully engaged or surrounded,He’s right in the thick of it,5
in the toilet,In very bad condition,The project’s in the toilet,4
in the trenches,In the most difficult part of work,She’s down in the trenches every day,5
in the twinkling of an eye,Instantly,It vanished in the twinkling of an eye,5
in the wake of,Following or as a result of,In the wake of the scandal, he resigned,5
in the way,Obstructing,The chair’s in the way,5
in the way of,Concerning or related to,He offered little in the way of help,5
in the wind,Rumored or uncertain,There’s change in the wind,5
in the wink of an eye,Very quickly (variant),It ended in the wink of an eye,5
in the works,In preparation or development,Big updates are in the works,5
in the world,Used for emphasis (esp. questions),What in the world is that?,5
in the worst way,Very much or desperately,He wanted the job in the worst way,5
in the wrong place at the wrong time,Unlucky circumstance,He got caught in the wrong place at the wrong time,5
in the zone,Fully focused or performing well,She’s in the zone today,5
in this day and age,Nowadays,People still believe that in this day and age?,5
in thunderation,Mild euphemism for “in damnation” (old exclamation),What in thunderation is going on here?,2
into detail,Thoroughly or specifically,She went into detail about her plan,5
in token of,As a sign or symbol of,He gave her a gift in token of gratitude,3
in too deep,Too involved or overcommitted,He’s in too deep to quit now,5
into the wide blue yonder,Out into the unknown,He rode off into the wide blue yonder,4
into thin air,Disappear completely,He vanished into thin air,5
in touch,In communication,We’ll keep in touch,5
in two shakes,Very quickly,We’ll be there in two shakes,4
in two shakes of a lamb's tail,Extremely quickly,She’ll finish in two shakes of a lamb’s tail,5
in vain,Without success,They tried in vain to save him,5
in view of,Considering,In view of the evidence, we’ll wait,5
in virtue of,Because of; by reason of,He acted in virtue of his position,3
invited to the cookout,Slang: socially accepted by a group (esp. Black culture),He’s invited to the cookout after that speech,3
in wine,Under influence of alcohol,There is truth in wine,4
in with a chance,Having a possibility,She’s still in with a chance to win,4
in words of one syllable,Very clearly or simply,Let me explain it in words of one syllable,4
in your dreams,Impossible or sarcastic refusal,You’ll win? In your dreams!,5
in your face,Boldly confrontational,That was an in-your-face insult,5
I rest my case,Used to conclude an argument proving one’s point,The results speak for themselves — I rest my case,5
iron eagle,Symbol of strength or (US) military award,He wore the iron eagle proudly,3
iron fist,Harsh or strict control,He ruled with an iron fist,5
ironing board,Board for pressing clothes; metaphor for stiffness,He stood straight as an ironing board,4
irons in the fire,Multiple ongoing projects or options,He’s got too many irons in the fire,5
is a bear Catholic,Rhetorical “of course” (paired with “Does the Pope…?”),Is a bear Catholic?,4
I see, said the blind man,Playful expression of sudden understanding,I see, said the blind man — now it makes sense!,4
I take it,Assume or infer,I take it you’ve met before?,5
it can't be helped,Acceptance of inevitability,It can’t be helped — we tried,5
itch the ditch,Slang for seeking sex (vulgar, rare),He’s just out to itch the ditch,1
itchy feet,Restless desire to travel or move on,She’s got itchy feet again,5
itchy trigger finger,Eagerness to act aggressively or shoot,The cop’s got an itchy trigger finger,4
I tell a lie,Correction of previous statement,I said Tuesday — I tell a lie, it was Monday,4
I tell you,Emphatic introduction or insistence,I tell you, that was close!,5
it figures,Makes sense; expected outcome,He forgot again? It figures,5
it is what it is,Acceptance of unchangeable reality,We lost — it is what it is,5
it's about time,Finally; long overdue,It’s about time you arrived!,5
it's all good,Everything’s fine or no problem,Don’t worry — it’s all good,5
it's all Greek to me,Completely incomprehensible,This code is all Greek to me,5
it's five o'clock somewhere,Humorous justification for drinking early,Let’s grab a beer — it’s five o’clock somewhere,4
it's none of your business,That’s private — stay out,It’s none of your business!,5
it takes all kinds to make a world,Everyone is different; tolerance phrase,He collects worms? Well, it takes all kinds to make a world,4
it takes one to know one,Retort meaning “you are the same”,You’re weird — it takes one to know one!,5
it takes two to make a quarrel,Both sides share blame,It takes two to make a quarrel,4
it takes two to tango,Both parties are responsible,Cheating? It takes two to tango,5
ivory-pounder,Humorous slang for pianist,He’s the best ivory-pounder in town,2
ivory-thumper,Same as “ivory-pounder” (pianist),The ivory-thumper hit the keys hard,1
ivory tickler,Playful term for pianist,She’s quite the ivory tickler,3
ivory tower,Detached from reality or academic isolation,They live in an ivory tower,5
I wish,Expressing desire or irony,I wish I could afford that!,5
I would,Expression of intention or regret,I would help if I could,5
jack in,Quit or abandon something,He decided to jack in his job,4
jack of all trades,Person skilled at many things,He’s a jack of all trades around the house,5
jack of all trades, master of none,Versatile but not expert,He can fix anything, but he’s a jack of all trades, master of none,5
Jack Tar,Sailor (esp. British navy slang),Old Jack Tars told sea stories,2
jam today,Immediate reward or pleasure,Politicians promise jam today,3
jam tomorrow,Future reward that never comes,It’s always jam tomorrow with that boss,3
Jane Doe,Anonymous or unidentified woman,The report listed her as Jane Doe,5
Jane Hancock,Playful variant of “John Hancock” (signature),Put your Jane Hancock here,3
Jane Roe,Anonymous female in legal case (from Roe v. Wade),The plaintiff was called Jane Roe,4
jaw away,Talk incessantly,They were jawing away for hours,3
Jedi mind trick,Deceptive persuasion,He pulled a Jedi mind trick to get out of work,4
jerkin the gherkin,Vulgar slang: male masturbation,He got caught jerkin the gherkin,1
jerk off,Masturbate or act foolishly,Don’t jerk off during work hours!,4
jerkoff,Idiot or contemptible person,He’s such a jerkoff,4
Jesus, Mary and Joseph,Exclamation of shock or frustration,Jesus, Mary and Joseph, what happened here?,4
Jesus, Mary, and Joseph,Same as above (punctuation variant),Jesus, Mary, and Joseph! I can’t believe it!,4
jet set,Wealthy people who travel often,The jet set meets in Monaco,4
jet-setter,Wealthy frequent traveler,He’s a famous jet-setter,4
jet-setting,Living a glamorous travel lifestyle,They’re always jet-setting around Europe,4
jewel in the crown,Finest or most valuable part,India was the jewel in the British crown,5
jiak kentang,Singlish: Westernized Asian (lit. “eat potato”),He’s such a jiak kentang — speaks only English,2
jill of all trades,Female equivalent of “jack of all trades”,She’s a jill of all trades,4
jive turkey,Insincere or foolish person (1970s slang),Don’t be a jive turkey,3
Joe Average,Ordinary person,He’s just your average Joe Average,4
Joe Citizen,Generic ordinary citizen,It’s a tax that hits every Joe Citizen,3
joe job,Menial or low-paid job,He’s stuck in a joe job at the mall,3
Joe Public,General public,That product appeals to Joe Public,4
Joe Random,Any typical person,It’s not for Joe Random users,3
jog on,Go away; leave me alone,Jog on, mate,4
jog someone's memory,Remind someone,That photo will jog your memory,5
John Citizen,Australian term for an ordinary person,John Citizen pays the taxes,3
John Hancock,Signature (US),Put your John Hancock here,5
John Henry,Same meaning as John Hancock (US South),Sign here with your John Henry,4
Johnny Appleseed,Symbolic pioneer or spreader of ideas,He’s a real Johnny Appleseed of tech,4
Johnny-come-lately,Newcomer or upstart,He’s just a Johnny-come-lately in politics,4
Johnny-one-note,Person fixated on one thing,He’s a Johnny-one-note when it comes to baseball,4
John Q. Public,Average citizen (US),Taxes always fall on John Q. Public,4
joined at the hip,Very closely connected,Those two are joined at the hip,5
join forces,Unite for a purpose,The teams joined forces for charity,5
join hands,Work together,Let’s join hands and make a change,5
join issue,Disagree or argue formally,He joined issue with the chairman,3
join the club,Expression of shared misfortune,I’m broke too — join the club,5
jolly along,Encourage or coax gently,We jollied him along until he agreed,3
jot and tittle,Every small detail (from the Bible),Not one jot or tittle will change,4
jot down,Write quickly,Please jot down my number,5
judge a book by its cover,Form opinion by appearance,Don’t judge a book by its cover,5
judge, jury and executioner,Complete control without oversight,He acted as judge, jury and executioner,5
jug ears,Large protruding ears (teasing),They called him Jug Ears at school,3
juggling act,Managing many tasks at once,Raising twins is a real juggling act,5
